"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","timing_First.Click","timing_Last.Click","timing_Page.Submit","timing_Click.Count","timing_First.Click.1","timing_Last.Click.1","timing_Page.Submit.1","timing_Click.Count.1","timing_First.Click.2","timing_Last.Click.2","timing_Page.Submit.2","timing_Click.Count.2","timing_First.Click.3","timing_Last.Click.3","timing_Page.Submit.3","timing_Click.Count.3","timing_First.Click.4","timing_Last.Click.4","timing_Page.Submit.4","timing_Click.Count.4","bird_t_First.Click","bird_t_Last.Click","bird_t_Page.Submit","bird_t_Click.Count","aut_t_First.Click","aut_t_Last.Click","aut_t_Page.Submit","aut_t_Click.Count","vax2_Vax1_1","vax2_Vax1_2","vax2_Vax1_3","vax2_Vax1_4","vax2_Vax1_5","vax2_Vax1_6","vax2_Vax1_check","vax2_Vax1_33","vax2_Vax1_34","vax2_Vax1_35","vax2_Vax1_36","conseq2R_Consequ2R_1","conseq2R_Consequ2R_2","conseq2R_Consequ2R_3","conseq2R_Consequ2R_4","conseq2R_Consequ2R_5","conseq2R_Consequ2R_check","Euth2R_Euthanasia2R_1","Euth2R_Euthanasia2R_2","Euth2R_Euthanasia2R_3","Euth2R_Euthanasia2R_4","Euth2R_Euthanasia2R_5","Euth2R_Euthanasia2R_check","Abort2R_Abortion2R_1","Abort2R_Abortion2R_2","Abort2R_Abortion2R_3","Abort2R_Abortion2R_4","Abort2R_Abortion2R_5","Abort2R_Abortion2R_check","parent","num_child","oldest","youngest","hope_par","flu","flu2","flu3","flu4","delay","refuse","exemption","Attention","Any.commen","SC1","SC2","SC3","SC4","workerId","assignmentId","hitId","study_time","payment","condition"
"610","2018-03-22 13:45:41","2018-03-22 13:53:59","0","b695288c98920050","100","498","1","2018-03-22 13:54:00","R_1jNfa4ANInHNSxx","","","","",40.97,-80.3,"anonymous","EN","0","0","8.333","0","0","0","7.467","0","","","","","","","","","","","","","","","","","","","","","23.199","30.543","36.807","3","","","","","1","6","6","1","5","3","5","6","1","6","6","4","4","6","6","2","2","4","3","4","3","4","5","3","1","1","6","4","2","1","3","19","4","","1","1","1","1","0","0","0","1","","3","16","9","20","d40eef7eacf81e71","32AT8R96GL918R6Y1CL25K5BKMZUSL","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"611","2018-03-22 13:56:43","2018-03-22 14:02:24","0","d0698143a3a1dac4","100","341","1","2018-03-22 14:02:25","R_1mVlIrwqkx3DeSf","","","","",40.97,-80.3,"anonymous","EN","0","0","7.108","0","0","0","7.222","0","","","","","","","","","","","","","","","","","","","","","43.072","44.272","59.466","3","","","","","1","6","5","3","4","2","5","5","3","6","1","5","3","3","4","4","2","6","2","5","2","6","5","2","1","2","6","5","3","0","","","","0","0","0","","","","","","1","","4","19","8","27","a8d7a6f1847ed34e","3NL0RFNU0FN43AZBHXLI1UG74F54KY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"612","2018-03-22 13:58:46","2018-03-22 14:04:19","0","3d6c938b49c36b0a","100","333","1","2018-03-22 14:04:19","R_2RPVRkXhDDNsT2x","","","","",39.11,-84.5,"anonymous","EN","0","0","9.95","0","0","0","4.648","0","0","0","13.705","0","0","0","17.171","0","0","0","11.185","0","0","0","31.571","0","0","0","8.677","0","","","","","","","","","1","6","6","1","6","1","5","6","2","6","1","5","5","4","3","4","2","5","2","5","3","6","5","3","2","2","5","4","2","0","","","","3","0","1","","","","","","1","","3","19","12","25","58f5b0fc07a55de8","3FE7TXL1LINGBZIJQOMR41VIJ72Q2H","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"613","2018-03-22 14:00:26","2018-03-22 14:05:57","0","384ddaca785a2cf2","100","331","1","2018-03-22 14:05:57","R_2X0tkmFX5ew7yej","","","","",41.98,-88.09,"anonymous","EN","2.092","6.404","7.7","4","1.596","2.054","2.9","2","","","","","","","","","","","","","","","","","","","","","1.74","46.542","47.552","4","","","","","2","6","5","2","4","2","5","5","3","5","2","4","2","3","2","4","2","5","2","6","4","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","Everything went smoothly. The only thing I noticed was the statement ""I plan to vaccinate my children"", which was weird to answer when it's worded that way if you don't plan on having children. ","4","21","5","25","e754358a67c69e89","3SITXWYCNV9U89JRVVAUZ2UFAG3XBO","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"614","2018-03-22 14:00:09","2018-03-22 14:06:15","0","6f621ce3666a85bd","100","366","1","2018-03-22 14:06:16","R_3COhfle1S3253v4","","","","",32.8,-116.97,"anonymous","EN","30.226","30.226","34.006","1","6.828","6.828","7.826","1","","","","","","","","","","","","","","","","","","","","","","","","","17.752","29.722","59.29","3","1","6","6","1","5","1","5","6","1","6","1","3","3","3","3","3","2","5","2","5","4","5","5","2","1","3","5","4","3","0","","","","0","1","1","","","","","","1","","4","17","11","23","bbc2e12a39611103","3BGYGHDBBXKZJGGYODWQ8JXF31P22G","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"615","2018-03-22 14:02:13","2018-03-22 14:06:16","0","c2a859347b978158","100","242","1","2018-03-22 14:06:17","R_OPc67RhZy8QN2eZ","","","","",39.89,-77.49,"anonymous","EN","0","0","13.546","0","0","0","3.808","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","28.212","0","2","4","4","2","2","4","5","4","3","4","3","4","5","4","4","4","2","5","2","4","4","4","5","3","3","2","5","4","2","0","","","","0","0","0","","","","","","1","","3","17","13","21","7e81fd7c3c3271e0","3LQ8PUHQFLS79RXIW1KPI3AYHG5HIP","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"616","2018-03-22 14:03:25","2018-03-22 14:06:47","0","737df0bca6ae710a","100","202","1","2018-03-22 14:06:48","R_3lKMgX3fhQwKlNN","","","","",39.45,-84.23,"anonymous","EN","0","0","5.578","0","0","0","2.52","0","","","","","","","","","","","","","","","","","","","","","0","0","32.536","0","","","","","6","6","6","1","6","1","5","6","1","6","1","5","2","2","2","5","2","2","6","3","6","2","5","6","5","6","1","1","3","1","1","3","3","","1","1","1","1","0","0","0","1","","4","22","29","9","f07b21e1c02e3537","3KB8R4ZV1E7JMNO16LAQBGUK7Q9BGC","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"617","2018-03-22 14:03:23","2018-03-22 14:07:55","0","e9c666ac83d64a98","100","271","1","2018-03-22 14:07:56","R_2dYgGftxwYiaERu","","","","",38.08,-108.29,"anonymous","EN","0","0","6.344","0","0","0","3.912","0","0","0","16.82","0","0","0","20.805","0","0","0","5.948","0","0","0","30.354","0","0","0","14.483","0","","","","","","","","","1","6","6","1","5","1","5","6","2","6","1","4","3","4","2","4","2","6","2","6","2","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","","4","21","5","28","bae9ab4e48d32212","3PM8NZGV8YGHCFLGED7KURPEWFHQX4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"618","2018-03-22 14:04:18","2018-03-22 14:12:06","0","a5f79c0686a21866","100","468","1","2018-03-22 14:12:07","R_3sbH3RqwBxRAKPY","","","","",32.26,-96.08,"anonymous","EN","0","0","235.155","0","0","0","3.305","0","","","","","","","","","","","","","","","","","","","","","0","0","41.944","0","","","","","1","6","6","1","6","1","5","6","1","6","1","5","3","4","4","3","2","6","1","6","1","6","5","1","1","1","6","6","2","1","3","23","19","","0","1","0","0","0","0","0","1","","3","19","5","30","00776502d754f35e","3O7L7BFSHEPVPH6G60CJX0DLP0EEI7","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"619","2018-03-22 14:09:02","2018-03-22 14:14:19","0","827f452efbc710ac","100","316","1","2018-03-22 14:14:20","R_30kSeKAgMENECrE","","","","",38.99,-95.34,"anonymous","EN","0","0","11.4","0","0","0","3.429","0","0","0","7.323","0","0","0","4.842","0","0","0","4.627","0","0","0","30.168","0","0","0","15.556","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","4","2","3","4","3","2","6","1","6","3","6","5","1","1","1","6","6","3","0","","","","2","0","0","","","","","","1","","4","18","5","28","57708d147a0c2590","3H7Z272LX771C93C0HP7JS4HKBCLPF","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"620","2018-03-22 14:07:42","2018-03-22 14:14:59","0","67d8b64770427522","100","436","1","2018-03-22 14:14:59","R_1GWa5uIoi0dhGCz","","","","",30.39,-95.7,"anonymous","EN","0","0","6.04","0","0","0","3.505","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","88.013","0","1","6","6","1","4","1","5","6","1","5","1","5","1","4","1","4","2","5","1","4","1","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","I can't honestly say if pain in life is worse than death. Death is beyond my current experience. ","4","25","5","27","de5ec3b9b0a553a0","3WAKVUDHUWGFPTM6D9NRAT9FX8YU7A","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"621","2018-03-22 14:08:15","2018-03-22 14:15:18","0","9b0883f5bdda0a5d","100","422","1","2018-03-22 14:15:18","R_1jm2XKMgxnZEm8j","","","","",44.92,-123.34,"anonymous","EN","0","0","6.95","0","0","0","3.483","0","0","0","17.484","0","0","0","26.004","0","0","0","12.409","0","0","0","25.528","0","0","0","12.335","0","","","","","","","","","2","5","5","2","4","4","5","5","4","5","2","4","5","4","3","4","2","4","3","4","4","4","5","3","3","3","5","4","3","0","","","","3","0","0","","","","","","1","This was very fun, and also interesting as well, thank you.","4","18","14","19","1f9773e402d6bfd9","3UNH76FOCS5FR5DYRGM5WWCIOL5MYC","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"622","2018-03-22 13:53:47","2018-03-22 14:15:27","0","785a9c69c5a9f925","100","1299","1","2018-03-22 14:15:27","R_pPZnCFmW0eBc5O1","","","","",34.1,-83.57,"anonymous","EN","0","0","12.931","0","0","0","4.511","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","57.5","0","2","5","6","3","5","2","5","6","2","5","1","5","5","4","2","4","2","6","1","5","4","6","5","3","3","3","4","4","3","0","","","","3","1","1","","","","","","1","","4","20","15","26","7ddc4970921af821","3L0KT67Y8EGIP0Q3BDIR85BOGAFYSS","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"623","2018-03-22 14:08:14","2018-03-22 14:16:07","0","9740ea748edaf369","100","472","1","2018-03-22 14:16:07","R_28BTfpnUz4Z2Ls1","","","","",40.62,-74.03,"anonymous","EN","3.967","3.967","8.986","1","0","0","3.969","0","","","","","","","","","","","","","","","","","","","","","9.762","106.331","106.909","10","","","","","3","5","5","3","5","4","5","5","4","5","2","5","5","3","4","4","2","5","3","5","2","5","5","1","1","1","6","6","3","0","","","","0","1","1","","","","","","1","","4","17","5","24","5c6536d0162537f4","36PW28KO4ZWGJZNIUCK6G2P2CSBAE1","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"624","2018-03-22 14:12:51","2018-03-22 14:17:27","0","191769d654fca28b","100","276","1","2018-03-22 14:17:28","R_PXMpTDC1Tay9I3v","","","","",38.09,-85.85,"anonymous","EN","0","0","7.926","0","0","0","10.834","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","44.625","0","1","6","6","1","6","1","5","6","1","6","1","5","3","4","3","4","2","6","2","6","4","6","5","1","1","1","6","6","3","0","","","","1","0","0","","","","","","1","","4","21","5","26","2fa107bbf4d55e97","39DD6S19JPBHK7VQ6405XVGBLDAEZY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"625","2018-03-22 14:17:23","2018-03-22 14:20:55","0","d3153152db96262e","100","211","1","2018-03-22 14:20:55","R_2a9R8PjAUQyMAH0","","","","",42.11,-72.62,"anonymous","EN","0","0","6.516","0","0","0","3.446","0","","","","","","","","","","","","","","","","","","","","","0","0","52.275","0","","","","","1","5","5","2","2","1","5","6","2","6","1","5","6","1","2","5","2","6","1","6","1","6","5","1","1","1","6","1","3","0","","","","0","0","0","","","","","","1","","4","17","10","30","e16837804849338e","3XIQGXAUMC876XG1IEYEU08JRQKX7A","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"626","2018-03-22 14:16:46","2018-03-22 14:21:46","0","5629a06ec36e5692","100","299","1","2018-03-22 14:21:48","R_3san5bVStZK5OHk","","","","",40.79,-89.22,"anonymous","EN","0","0","6.615","0","0","0","2.932","0","0","0","11.323","0","0","0","8.957","0","0","0","9.624","0","0","0","25.387","0","0","0","11.255","0","","","","","","","","","6","6","6","2","5","2","5","6","4","6","1","4","3","4","3","4","2","3","5","4","3","2","5","5","5","6","2","1","3","1","1","1","","","0","0","1","1","0","0","0","1","N/A","4","20","27","15","3abd3657a5f94f78","3WYGZ5XF3WFN5V1M7YH0ZXWDIUPKS0","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"627","2018-03-22 13:54:06","2018-03-22 14:22:20","0","7c1be2591fb29ac9","100","1693","1","2018-03-22 14:22:20","R_3P7tp6kRx3suz6j","","","","",33.53,-112.23,"anonymous","EN","0","0","998.962","0","0","0","516.121","0","0","0","11.159","0","0","0","12.166","0","0","0","8.799","0","0","0","27.954","0","0","0","10.286","0","","","","","","","","","1","6","5","1","5","1","5","6","2","5","1","4","2","3","2","4","2","2","6","2","5","2","5","1","1","1","5","5","2","0","","","","0","0","0","","","","","","1","","3","21","7","9","db422da1b7e876a5","3SPJ0334213PQX7DOJ9DG4K1KR3JYY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"628","2018-03-22 14:17:02","2018-03-22 14:25:44","0","1e1777f1fd53501f","100","522","1","2018-03-22 14:25:44","R_1ghH8f8RwPQyzEy","","","","",50.7,-3.53,"anonymous","EN","0","0","6.473","0","1.465","1.465","3.816","1","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30.823","0","1","6","6","1","6","1","5","6","1","6","1","5","4","5","5","5","2","5","1","6","3","5","5","4","3","3","4","3","3","1","2","10","8","","1","1","1","1","0","0","0","1","","4","20","17","26","4019c329a6e43253","3UOUJI6MTDE948SXVMRP4SM3Z1JXUE","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"629","2018-03-22 14:24:23","2018-03-22 14:28:24","0","3865d8c3c65d00f2","100","241","1","2018-03-22 14:28:25","R_3NUIYWfP5kiOlT7","","","","",28.53,-80.85,"anonymous","EN","0","0","6.515","0","3.654","3.654","4.362","1","","","","","","","","","","","","","","","","","","","","","","","","","47.385","47.385","48.629","1","4","3","2","6","1","4","5","2","4","2","4","6","6","6","6","6","2","1","6","4","6","1","5","6","6","6","1","1","2","1","2","4","2","","0","0","0","0","0","1","0","1","","3","20","30","8","cea09c7624621554","3V0Z7YWSIY08G7E0CNG1AOUQ0ZW2V2","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"630","2018-03-22 14:19:00","2018-03-22 14:29:21","0","b9b3a0621ac8900d","100","621","1","2018-03-22 14:29:22","R_2TRWqVsFJU1pTY0","","","","",27.85,-82.75,"anonymous","EN","0","0","6.392","0","0","0","8.557","0","0","0","66.124","0","0","0","60.275","0","0","0","28.028","0","5.205","5.205","56.908","1","0","0","25.65","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","6","6","6","1","6","2","1","6","6","6","1","5","1","1","1","6","5","4","1","2","21","19","","1","1","1","1","0","0","0","1","Vaccinations are vitally important.  ","3","25","6","10","b67b200e702b4e10","3TOK3KHVJTIKCO29HNBIBNHQFMHO7Y","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"631","2018-03-22 14:28:30","2018-03-22 14:33:06","0","abef2106343b18e7","100","276","1","2018-03-22 14:33:07","R_10xflkITytdEnrr","","","","",44.65,-68.45,"anonymous","EN","0","0","6.012","0","0","0","2.866","0","","","","","","","","","","","","","","","","","","","","","2.678","2.678","42.74","1","","","","","3","5","5","3","4","3","5","4","3","5","2","6","3","4","1","6","2","6","1","6","1","6","5","5","4","5","4","2","3","0","","","","2","0","0","","","","","","1","No","4","26","22","30","563e7336fcca39a9","3LEP4MGT3G0GA3EA4V9I5VRNUYFBDO","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"632","2018-03-22 14:27:55","2018-03-22 14:33:06","0","3972d383b5fa4b14","100","310","1","2018-03-22 14:33:07","R_d4moMzTba17L41X","","","","",36.18,-115.14,"anonymous","EN","0","0","7.586","0","0","0","3.964","0","","","","","","","","","","","","","","","","","","","","","0","0","36.884","0","","","","","1","6","6","1","5","1","5","6","1","6","1","5","1","4","2","4","2","6","1","6","2","6","5","1","1","1","6","5","3","0","","","","3","0","1","","","","","","1","","4","24","6","29","cbcb61a20175dcd5","3D8YOU6S9EKWLT81UZIZ4F9J2XR6U0","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"633","2018-03-22 14:24:56","2018-03-22 14:33:57","0","6403e3117d72a252","100","541","1","2018-03-22 14:33:57","R_21cARQWmTXI2oVK","","","","",30.8,-83.55,"anonymous","EN","4.549","4.549","6.086","1","0","0","3.947","0","1.952","9.161","9.808","4","1.394","10.056","11.021","5","1.072","10.312","10.766","2","1.792","28.938","43.821","8","16.411","16.411","18.722","1","","","","","","","","","1","6","6","1","5","1","5","5","2","6","1","3","3","3","4","3","2","3","4","3","4","3","5","4","5","6","1","1","3","0","","","","2","1","1","","","","","","1","","4","16","27","15","feb18afed14b900d","3A9AA95ATWMNAK0R8U90238KYLM5PL","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"634","2018-03-22 14:20:23","2018-03-22 14:34:22","0","7ccd617352d1b118","100","838","1","2018-03-22 14:34:22","R_tXVakYXZ4YU0Ux3","","","","",36.26,-86.7,"anonymous","EN","0","0","58.765","0","0","0","8.49","0","","","","","","","","","","","","","","","","","","","","","","","","","117.701","117.901","155.974","2","2","6","1","1","4","2","5","5","6","5","1","5","5","1","1","3","2","1","5","6","1","1","5","5","4","5","2","1","3","0","","","","0","0","0","","","","","","1","I marked strongly agree for whether I 'plan' to vaccinate my children because I don't have any children. 

I marked 'No, I don't want children' for another question because that was my only option. The answer though really is just 'No'.  I did want children, but didn't have any.

For the question about harming somebody else to save other people, I think the question is kind of ambiguous.  I would definitely harm a person that is shooting other people in order to save the other people, but I wouldn't harm an innocent person to save other people.","4","17","25","16","dedfb0eec067e850","30OG32W0SUBN3IH73GPB2892BZHNE5","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"635","2018-03-22 14:31:51","2018-03-22 14:36:37","0","daf3a5f981682cab","100","285","1","2018-03-22 14:36:37","R_2CJmZsoBy1NqjdJ","","","","",38.84,-77.21,"anonymous","EN","0","0","12.577","0","0","0","3.357","0","","","","","","","","","","","","","","","","","","","","","","","","","3.214","72.658","74.045","2","2","5","5","2","4","3","5","5","3","4","2","3","5","2","5","2","2","3","5","3","3","2","5","5","5","5","2","2","3","0","","","","2","1","1","","","","","","1","I think vaccines are probably safe, but I do not always trust studies that claim to find no link between one thing and another.","4","11","25","14","8c0c81d5b818e079","30X31N5D63QHTIS0V74B5JTHDJYASG","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"636","2018-03-22 14:09:51","2018-03-22 14:36:38","0","63d1c5700646dc4a","100","1606","1","2018-03-22 14:36:38","R_0eQP0a7cAFG08Ip","","","","",43.19,-77.6,"anonymous","EN","0","0","604.192","0","0","0","16.884","0","","","","","","","","","","","","","","","","","","","","","0","0","156.252","0","","","","","4","5","5","2","4","3","5","5","3","5","2","4","2","4","2","4","2","5","3","5","4","5","5","4","2","3","5","5","3","1","1","37","","","1","1","1","1","0","0","0","1","About the vaccinations today and the theories that there may a connection to Autism.  I had a cousin who has since passed away.  When he was a young boy he was given a shot and it was determined that he was allergic to the medication.  He was forever after that that shot was given, unable to communicate and had to live in assisted living environment when his mother grew too old to care for him herself.  I don't understand why allergy tests can not be given to determine if adverse effects from the medication may present an issue, before giving the entire dose.  I know that time may be a factor in some cases, but not all.  It does make you pause to think about your position on vaccines.","4","22","13","22","4bfbc631b2cfaab1","3X1FV8S5JXRYV1M7B21QCSORAISGVQ","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"637","2018-03-22 14:29:37","2018-03-22 14:36:45","0","7a03fa4f7cd655be","100","428","1","2018-03-22 14:36:45","R_72MouC4bz03UGFr","","","","",41.85,-71.47,"anonymous","EN","0","0","8.833","0","0","0","3.362","0","12.828","18.033","19.149","2","9.629","9.629","10.73","1","0","0","10.783","0","0","0","41.972","0","0","0","16.495","0","","","","","","","","","6","6","6","1","6","2","5","6","2","6","1","5","5","5","4","4","2","5","3","5","5","4","5","3","2","2","5","5","3","1","2","44","42","","1","1","1","1","0","0","0","1","No comments","4","19","11","20","bc21289d5796bd64","3R9WASFE2ZG9QLVM1FKBFD1BXE9ZFL","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"638","2018-03-22 14:45:00","2018-03-22 14:49:12","0","982700bf3c718be5","100","251","1","2018-03-22 14:49:13","R_2aaJt9cBCZNAFLb","","","","",40.03,-75.18,"anonymous","EN","0","0","6.816","0","0","0","7.403","0","","","","","","","","","","","","","","","","","","","","","0","0","60.632","0","","","","","1","6","6","1","6","1","5","6","6","6","1","6","5","6","2","6","2","5","1","6","2","6","5","1","1","1","6","6","3","0","","","","3","1","1","","","","","","1","","4","25","5","28","672b6fc27d89e300","3L4PIM1GQTG6OLQQWOIMIV6SU9OYRY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"639","2018-03-22 14:42:03","2018-03-22 14:49:22","0","5a99c1576dd080e4","100","438","1","2018-03-22 14:49:22","R_AAm5L5iyIMag5tD","","","","",10.64,103.5,"anonymous","EN","0","0","8.611","0","0","0","4.872","0","","","","","","","","","","","","","","","","","","","","","","","","","3.923","13.81","148.156","2","1","6","6","1","5","1","5","6","2","6","1","4","4","2","4","4","2","6","1","5","1","6","5","2","2","2","4","5","3","0","","","","0","1","1","","","","","","1","","4","16","11","29","6df1c79fac7ff8a3","384PI804XS1LS5UI357IGDH44YRS0E","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"640","2018-03-22 14:46:29","2018-03-22 14:50:45","0","67d58daea488eee9","100","255","1","2018-03-22 14:50:45","R_1E117mHi0T5E373","","","","",45.55,-122.5,"anonymous","EN","0","0","12.878","0","0","0","4.133","0","","","","","","","","","","","","","","","","","","","","","2.11","3.957","37.561","2","","","","","4","5","4","3","5","2","5","5","3","5","2","5","4","5","3","4","2","6","1","6","5","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","","4","21","5","26","983df71b74eaf873","3AZHRG4CU4KH8O93DQ6H859SCIV03X","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
